date,location,infectives,mlrt,low,high
2020-07-21,KZN,19536.3,1.12,1.03,1.19
2020-07-22,KZN,19774.4,1.09,1.0,1.16
2020-07-23,KZN,19914.8,1.05,0.96,1.12
2020-07-24,KZN,19936.9,1.01,0.92,1.08
2020-07-25,KZN,19817.5,0.96,0.87,1.03
2020-07-26,KZN,19565.2,0.91,0.83,0.99
2020-07-27,KZN,19207.6,0.87,0.77,0.94
2020-07-28,KZN,18785.8,0.85,0.75,0.92
2020-07-29,KZN,18323.7,0.83,0.73,0.9
2020-07-30,KZN,17837.5,0.81,0.72,0.89
2020-07-31,KZN,17335.1,0.8,0.71,0.88
2020-08-01,KZN,16834.6,0.8,0.69,0.87
2020-08-02,KZN,16344.5,0.79,0.69,0.87
2020-08-03,KZN,15845.6,0.78,0.68,0.86
2020-08-04,KZN,15307.7,0.76,0.66,0.84
2020-08-05,KZN,14700.8,0.72,0.61,0.8
2020-08-06,KZN,14003.7,0.67,0.56,0.75
2020-08-07,KZN,13207.2,0.6,0.48,0.68
2020-08-08,KZN,12304.3,0.51,0.4,0.6
2020-08-09,KZN,11308.0,0.42,0.3,0.51
2020-08-10,KZN,10262.2,0.33,0.21,0.43
2020-08-11,KZN,9219.5,0.26,0.13,0.36
2020-08-12,KZN,8244.0,0.22,0.09,0.33
2020-08-13,KZN,7373.5,0.22,0.08,0.33
2020-08-14,KZN,6624.6,0.24,0.11,0.37
2020-08-15,KZN,6002.9,0.3,0.13,0.41
2020-08-16,KZN,5496.8,0.37,0.2,0.49
2020-08-17,KZN,5082.9,0.43,0.26,0.56
2020-08-18,KZN,4741.0,0.5,0.34,0.64
2020-08-19,KZN,4438.4,0.53,0.36,0.67
2020-08-20,KZN,4159.0,0.54,0.36,0.68
2020-08-21,KZN,3900.0,0.55,0.36,0.69
2020-08-22,KZN,3660.5,0.55,0.36,0.7
2020-08-23,KZN,3444.0,0.57,0.39,0.73
2020-08-24,KZN,3253.3,0.59,0.4,0.75
2020-08-25,KZN,3084.0,0.61,0.42,0.78
2020-08-26,KZN,2932.9,0.64,0.43,0.8
2020-08-27,KZN,2797.0,0.66,0.46,0.83
2020-08-28,KZN,2673.0,0.67,0.46,0.84
2020-08-29,KZN,2560.4,0.69,0.47,0.86
2020-08-30,KZN,2455.5,0.7,0.49,0.88
2020-08-31,KZN,2352.9,0.7,0.48,0.88
2020-09-01,KZN,2249.3,0.69,0.46,0.87
2020-09-02,KZN,2147.7,0.68,0.46,0.87
2020-09-03,KZN,2050.7,0.68,0.45,0.87
2020-09-04,KZN,1958.9,0.68,0.44,0.87
2020-09-05,KZN,1871.3,0.68,0.46,0.89
2020-09-06,KZN,1787.4,0.68,0.44,0.88
2020-03-13,LP,0.9,2.62,0.73,6.37
2020-03-14,LP,1.1,2.59,0.71,5.89
2020-03-15,LP,1.4,2.47,0.68,5.38
2020-03-16,LP,1.8,2.28,0.57,4.81
2020-03-17,LP,2.2,2.26,0.64,4.65
2020-03-18,LP,2.8,2.14,0.53,4.25
2020-03-19,LP,3.4,2.1,0.55,4.07
2020-03-20,LP,4.2,2.1,0.55,3.92
2020-03-21,LP,5.1,2.12,0.59,3.82
2020-03-22,LP,5.9,2.0,0.55,3.57
2020-03-23,LP,6.8,1.91,0.53,3.37
2020-03-24,LP,7.5,1.83,0.48,3.18
2020-03-25,LP,8.0,1.79,0.51,3.09
2020-03-26,LP,8.4,1.71,0.5,2.96
2020-03-27,LP,8.6,1.6,0.39,2.75
2020-03-28,LP,8.6,1.5,0.35,2.61
2020-03-29,LP,8.4,1.41,0.31,2.49
2020-03-30,LP,8.1,1.35,0.28,2.4
2020-03-31,LP,7.7,1.25,0.22,2.27
2020-04-01,LP,7.4,1.19,0.18,2.18
2020-04-02,LP,7.1,1.15,0.15,2.12
2020-04-03,LP,6.7,1.07,0.15,2.06
2020-04-04,LP,6.4,1.03,0.11,1.99
2020-04-05,LP,6.0,1.01,0.13,1.99
2020-04-06,LP,5.6,0.95,0.11,1.93
2020-04-07,LP,5.2,0.92,0.09,1.89
2020-04-08,LP,4.8,0.86,0.04,1.8
2020-04-09,LP,4.5,0.83,0.02,1.76
2020-04-10,LP,4.1,0.82,0.05,1.78
2020-04-11,LP,3.8,0.78,0.02,1.72
2020-04-12,LP,3.6,0.75,0.02,1.7
2020-04-13,LP,3.4,0.75,0.01,1.69
2020-04-14,LP,3.3,0.75,0.04,1.72
2020-04-15,LP,3.2,0.76,0.01,1.71
2020-04-16,LP,3.1,0.77,0.04,1.75
2020-04-17,LP,3.0,0.79,0.06,1.79
2020-04-18,LP,3.0,0.81,0.02,1.78
2020-04-19,LP,3.1,0.82,0.03,1.81
2020-04-20,LP,3.3,0.83,0.05,1.84
2020-04-21,LP,3.5,0.83,0.07,1.86
2020-04-22,LP,3.8,0.82,0.02,1.81
2020-04-23,LP,4.1,0.85,0.07,1.88
2020-04-24,LP,4.5,0.87,0.06,1.88
2020-04-25,LP,4.9,0.85,0.04,1.85
2020-04-26,LP,5.4,0.88,0.06,1.88
2020-04-27,LP,6.0,0.87,0.04,1.85
2020-04-28,LP,6.6,0.89,0.08,1.89
2020-04-29,LP,7.3,0.93,0.1,1.93
2020-04-30,LP,8.1,0.98,0.11,1.97
2020-05-01,LP,9.0,0.99,0.1,1.95
2020-05-02,LP,9.9,1.0,0.15,1.98
2020-05-03,LP,10.8,1.01,0.14,1.96
2020-05-04,LP,11.8,1.02,0.14,1.95
2020-05-05,LP,12.7,1.03,0.14,1.94
2020-05-06,LP,13.6,1.05,0.19,1.97
2020-05-07,LP,14.4,1.07,0.2,1.97
2020-05-08,LP,15.4,1.1,0.19,1.96
2020-05-09,LP,16.8,1.11,0.24,1.99
2020-05-10,LP,18.8,1.16,0.25,2.0
2020-05-11,LP,21.5,1.24,0.33,2.08
2020-05-12,LP,25.1,1.35,0.46,2.2
2020-05-13,LP,29.6,1.45,0.57,2.28
2020-05-14,LP,34.5,1.54,0.68,2.34
2020-05-15,LP,39.4,1.6,0.76,2.36
2020-05-16,LP,43.8,1.6,0.78,2.32
2020-05-17,LP,47.3,1.58,0.79,2.27
2020-05-18,LP,49.4,1.52,0.76,2.19
2020-05-19,LP,50.0,1.43,0.68,2.08
2020-05-20,LP,49.5,1.33,0.6,1.97
2020-05-21,LP,48.5,1.23,0.53,1.88
2020-05-22,LP,47.4,1.16,0.46,1.8
2020-05-23,LP,46.6,1.1,0.38,1.72
2020-05-24,LP,46.6,1.07,0.37,1.7
2020-05-25,LP,47.5,1.07,0.37,1.7
2020-05-26,LP,49.0,1.07,0.36,1.69
2020-05-27,LP,50.7,1.08,0.36,1.69
2020-05-28,LP,52.3,1.1,0.4,1.72
2020-05-29,LP,53.5,1.09,0.41,1.72
2020-05-30,LP,54.1,1.09,0.42,1.72
2020-05-31,LP,54.4,1.07,0.37,1.67
2020-06-01,LP,54.6,1.05,0.37,1.66
2020-06-02,LP,55.5,1.05,0.35,1.64
2020-06-03,LP,57.3,1.07,0.41,1.69
2020-06-04,LP,60.3,1.12,0.44,1.72
2020-06-05,LP,65.0,1.2,0.53,1.8
2020-06-06,LP,71.8,1.28,0.6,1.86
2020-06-07,LP,80.7,1.39,0.73,1.96
2020-06-08,LP,91.9,1.49,0.84,2.04
2020-06-09,LP,105.0,1.6,1.01,2.16
2020-06-10,LP,120.0,1.69,1.1,2.21
2020-06-11,LP,136.6,1.74,1.16,2.23
2020-06-12,LP,154.0,1.76,1.22,2.24
2020-06-13,LP,171.4,1.75,1.24,2.22
2020-06-14,LP,188.0,1.7,1.2,2.15
2020-06-15,LP,203.2,1.65,1.16,2.08
2020-06-16,LP,217.6,1.59,1.1,2.0
2020-06-17,LP,231.7,1.53,1.05,1.93
2020-06-18,LP,246.4,1.49,1.03,1.89
2020-06-19,LP,263.2,1.48,1.04,1.88
2020-06-20,LP,283.4,1.49,1.04,1.87
2020-06-21,LP,308.2,1.52,1.08,1.89
2020-06-22,LP,338.6,1.57,1.14,1.93
2020-06-23,LP,374.0,1.61,1.22,1.98
2020-06-24,LP,413.9,1.65,1.25,1.99
2020-06-25,LP,458.0,1.67,1.27,1.99
2020-06-26,LP,505.3,1.67,1.31,2.0
2020-06-27,LP,555.7,1.67,1.3,1.97
2020-06-28,LP,609.5,1.65,1.3,1.95
2020-06-29,LP,666.7,1.64,1.3,1.93
2020-06-30,LP,727.9,1.62,1.29,1.9
2020-07-01,LP,793.9,1.61,1.3,1.89
2020-07-02,LP,865.2,1.6,1.28,1.86
2020-07-03,LP,942.4,1.6,1.29,1.85
2020-07-04,LP,1024.3,1.59,1.3,1.84
2020-07-05,LP,1108.1,1.57,1.27,1.8
2020-07-06,LP,1191.7,1.53,1.27,1.78
2020-07-07,LP,1273.3,1.49,1.22,1.72
2020-07-08,LP,1351.2,1.44,1.18,1.67
2020-07-09,LP,1424.2,1.4,1.14,1.62
2020-07-10,LP,1491.4,1.35,1.1,1.57
2020-07-11,LP,1555.7,1.31,1.05,1.52
2020-07-12,LP,1620.4,1.29,1.04,1.5
2020-07-13,LP,1687.4,1.29,1.05,1.5
2020-07-14,LP,1756.6,1.28,1.03,1.48
2020-07-15,LP,1827.3,1.28,1.04,1.48
2020-07-16,LP,1897.3,1.27,1.04,1.47
2020-07-17,LP,1965.8,1.25,1.01,1.44
2020-07-18,LP,2027.4,1.23,1.0,1.42
2020-07-19,LP,2077.1,1.19,0.96,1.38
2020-07-20,LP,2112.5,1.14,0.9,1.32
2020-07-21,LP,2134.0,1.09,0.88,1.29
2020-07-22,LP,2143.7,1.05,0.83,1.24
2020-07-23,LP,2143.9,1.01,0.8,1.21
2020-07-24,LP,2133.9,0.98,0.77,1.18
2020-07-25,LP,2114.2,0.95,0.71,1.13
2020-07-26,LP,2086.2,0.92,0.69,1.11
2020-07-27,LP,2049.4,0.89,0.66,1.08
2020-07-28,LP,2003.3,0.86,0.64,1.06
2020-07-29,LP,1947.7,0.82,0.58,1.01
2020-07-30,LP,1883.5,0.78,0.56,0.99
2020-07-31,LP,1812.1,0.75,0.51,0.95
2020-08-01,LP,1737.0,0.72,0.46,0.91
2020-08-02,LP,1661.6,0.7,0.46,0.91
2020-08-03,LP,1588.8,0.69,0.44,0.9
2020-08-04,LP,1519.3,0.69,0.43,0.9
2020-08-05,LP,1452.4,0.68,0.41,0.89
2020-08-06,LP,1386.3,0.68,0.43,0.91
2020-08-07,LP,1322.2,0.67,0.41,0.9
2020-08-08,LP,1261.7,0.67,0.4,0.9
2020-08-09,LP,1206.6,0.68,0.4,0.91
2020-08-10,LP,1157.7,0.69,0.4,0.92
2020-08-11,LP,1116.1,0.72,0.44,0.96
2020-08-12,LP,1082.3,0.76,0.46,0.99
2020-08-13,LP,1057.1,0.8,0.52,1.05
2020-08-14,LP,1038.3,0.84,0.54,1.08
2020-08-15,LP,1021.9,0.86,0.57,1.11
2020-08-16,LP,1003.7,0.87,0.58,1.12
2020-08-17,LP,981.3,0.85,0.55,1.1
2020-08-18,LP,953.8,0.82,0.52,1.07
2020-08-19,LP,921.7,0.79,0.48,1.04
2020-08-20,LP,884.3,0.74,0.45,1.01
2020-08-21,LP,843.4,0.7,0.4,0.97
2020-08-22,LP,800.5,0.67,0.36,0.94
2020-08-23,LP,758.7,0.64,0.33,0.92
2020-08-24,LP,720.3,0.64,0.32,0.92
2020-08-25,LP,687.1,0.65,0.33,0.94
2020-08-26,LP,659.3,0.68,0.35,0.97
2020-08-27,LP,637.8,0.72,0.37,1.0
2020-08-28,LP,621.4,0.76,0.41,1.05
2020-08-29,LP,609.3,0.81,0.46,1.1
2020-08-30,LP,599.4,0.84,0.51,1.15
2020-08-31,LP,589.4,0.86,0.5,1.15
2020-09-01,LP,577.9,0.85,0.5,1.15
2020-09-02,LP,564.9,0.84,0.51,1.16
2020-09-03,LP,551.2,0.83,0.48,1.14
2020-09-04,LP,537.5,0.83,0.49,1.15
2020-09-05,LP,524.1,0.82,0.46,1.13
2020-09-06,LP,511.5,0.82,0.45,1.13
2020-03-13,MP,2.8,2.05,0.39,5.48
2020-03-14,MP,3.3,2.0,0.45,4.7
2020-03-15,MP,3.7,1.86,0.41,4.1
2020-03-16,MP,4.1,1.84,0.4,3.83
2020-03-17,MP,4.4,1.76,0.38,3.55
2020-03-18,MP,4.7,1.65,0.38,3.31
2020-03-19,MP,4.8,1.53,0.3,3.03
2020-03-20,MP,4.9,1.41,0.23,2.79
2020-03-21,MP,4.8,1.31,0.18,2.6
2020-03-22,MP,4.7,1.22,0.14,2.45
2020-03-23,MP,4.6,1.16,0.12,2.34
2020-03-24,MP,4.5,1.1,0.11,2.26
2020-03-25,MP,4.4,1.07,0.11,2.21
2020-03-26,MP,4.3,1.04,0.08,2.15
2020-03-27,MP,4.5,1.02,0.08,2.12
2020-03-28,MP,4.7,1.0,0.1,2.1
2020-03-29,MP,5.0,1.03,0.11,2.12
2020-03-30,MP,5.4,1.03,0.11,2.11
2020-03-31,MP,5.8,1.0,0.08,2.05
2020-04-01,MP,6.2,1.02,0.09,2.06
2020-04-02,MP,6.4,1.02,0.09,2.04
2020-04-03,MP,6.4,1.0,0.09,2.01
2020-04-04,MP,6.1,0.98,0.11,2.0
2020-04-05,MP,5.7,0.92,0.06,1.9
2020-04-06,MP,5.2,0.89,0.04,1.85
2020-04-07,MP,4.5,0.84,0.04,1.8
2020-04-08,MP,4.0,0.77,0.01,1.71
2020-04-09,MP,3.4,0.74,0.02,1.69
2020-04-10,MP,3.0,0.74,0.0,1.68
2020-04-11,MP,2.7,0.71,0.01,1.66
2020-04-12,MP,2.5,0.7,0.03,1.67
2020-04-13,MP,2.4,0.7,0.0,1.65
2020-04-14,MP,2.3,0.7,0.0,1.66
2020-04-15,MP,2.1,0.71,0.02,1.69
2020-04-16,MP,2.0,0.68,0.02,1.66
2020-04-17,MP,1.9,0.66,0.0,1.62
2020-04-18,MP,1.9,0.65,0.0,1.61
2020-04-19,MP,2.1,0.68,0.0,1.65
2020-04-20,MP,2.4,0.7,0.0,1.68
2020-04-21,MP,3.2,0.76,0.01,1.75
2020-04-22,MP,4.3,0.83,0.03,1.84
2020-04-23,MP,5.8,0.89,0.06,1.92
2020-04-24,MP,7.8,0.98,0.1,2.02
2020-04-25,MP,10.1,1.13,0.21,2.21
2020-04-26,MP,12.7,1.25,0.23,2.27
2020-04-27,MP,15.3,1.37,0.35,2.39
2020-04-28,MP,17.8,1.42,0.4,2.4
2020-04-29,MP,20.0,1.43,0.41,2.35
2020-04-30,MP,21.4,1.42,0.45,2.32
2020-05-01,MP,22.2,1.38,0.44,2.25
2020-05-02,MP,22.0,1.32,0.42,2.17
2020-05-03,MP,21.1,1.24,0.36,2.06
2020-05-04,MP,19.6,1.12,0.26,1.91
2020-05-05,MP,17.6,1.01,0.2,1.79
2020-05-06,MP,15.4,0.9,0.12,1.66
2020-05-07,MP,13.4,0.82,0.08,1.57
2020-05-08,MP,11.9,0.74,0.02,1.47
2020-05-09,MP,11.0,0.69,0.01,1.43
2020-05-10,MP,10.7,0.68,0.01,1.43
2020-05-11,MP,11.2,0.72,0.03,1.49
2020-05-12,MP,12.5,0.78,0.05,1.56
2020-05-13,MP,14.4,0.87,0.09,1.66
2020-05-14,MP,16.7,0.95,0.17,1.78
2020-05-15,MP,19.2,1.06,0.21,1.87
2020-05-16,MP,21.4,1.13,0.28,1.95
2020-05-17,MP,23.3,1.18,0.3,1.97
2020-05-18,MP,24.4,1.18,0.31,1.96
2020-05-19,MP,24.8,1.14,0.32,1.93
2020-05-20,MP,24.5,1.09,0.27,1.85
2020-05-21,MP,23.7,1.03,0.21,1.76
2020-05-22,MP,22.6,0.96,0.2,1.71
2020-05-23,MP,21.7,0.91,0.13,1.62
2020-05-24,MP,21.4,0.9,0.13,1.61
2020-05-25,MP,22.0,0.93,0.19,1.68
2020-05-26,MP,23.6,0.97,0.21,1.72
2020-05-27,MP,26.3,1.06,0.27,1.81
2020-05-28,MP,29.9,1.15,0.32,1.88
2020-05-29,MP,34.4,1.26,0.43,1.99
2020-05-30,MP,39.5,1.36,0.58,2.11
2020-05-31,MP,44.8,1.44,0.63,2.13
2020-06-01,MP,50.2,1.5,0.73,2.18
2020-06-02,MP,55.4,1.53,0.79,2.19
2020-06-03,MP,60.6,1.53,0.8,2.16
2020-06-04,MP,66.3,1.54,0.87,2.18
2020-06-05,MP,72.9,1.55,0.86,2.14
2020-06-06,MP,80.8,1.57,0.91,2.15
2020-06-07,MP,90.6,1.62,0.97,2.17
2020-06-08,MP,102.8,1.67,1.05,2.21
2020-06-09,MP,118.0,1.73,1.16,2.27
2020-06-10,MP,136.1,1.81,1.23,2.3
2020-06-11,MP,156.4,1.85,1.32,2.34
2020-06-12,MP,178.2,1.87,1.34,2.32
2020-06-13,MP,200.7,1.85,1.34,2.28
2020-06-14,MP,223.1,1.81,1.33,2.23
2020-06-15,MP,244.5,1.74,1.28,2.15
2020-06-16,MP,264.7,1.67,1.21,2.06
2020-06-17,MP,284.0,1.6,1.14,1.97
2020-06-18,MP,303.3,1.54,1.1,1.91
2020-06-19,MP,323.6,1.5,1.08,1.87
2020-06-20,MP,346.3,1.49,1.1,1.87
2020-06-21,MP,373.1,1.5,1.09,1.85
2020-06-22,MP,405.6,1.53,1.13,1.87
2020-06-23,MP,444.9,1.57,1.19,1.91
2020-06-24,MP,491.5,1.62,1.24,1.94
2020-06-25,MP,545.8,1.67,1.29,1.97
2020-06-26,MP,608.3,1.71,1.36,2.01
2020-06-27,MP,679.4,1.74,1.39,2.02
2020-06-28,MP,758.7,1.75,1.45,2.05
2020-06-29,MP,846.0,1.76,1.45,2.03
2020-06-30,MP,941.7,1.75,1.45,2.01
2020-07-01,MP,1046.2,1.74,1.45,1.99
2020-07-02,MP,1160.7,1.73,1.45,1.97
2020-07-03,MP,1285.4,1.72,1.45,1.95
2020-07-04,MP,1420.8,1.71,1.46,1.94
2020-07-05,MP,1566.3,1.69,1.43,1.9
2020-07-06,MP,1719.9,1.66,1.42,1.87
2020-07-07,MP,1879.2,1.63,1.39,1.83
2020-07-08,MP,2042.6,1.6,1.38,1.8
2020-07-09,MP,2206.9,1.56,1.33,1.74
2020-07-10,MP,2369.5,1.51,1.29,1.69
2020-07-11,MP,2526.9,1.47,1.25,1.64
2020-07-12,MP,2675.2,1.42,1.21,1.59
2020-07-13,MP,2814.1,1.37,1.18,1.55
2020-07-14,MP,2943.7,1.33,1.12,1.49
2020-07-15,MP,3064.4,1.29,1.1,1.46
2020-07-16,MP,3179.3,1.27,1.06,1.42
2020-07-17,MP,3291.7,1.25,1.06,1.41
2020-07-18,MP,3403.9,1.24,1.04,1.39
2020-07-19,MP,3516.8,1.23,1.05,1.39
2020-07-20,MP,3628.5,1.22,1.03,1.37
2020-07-21,MP,3737.1,1.21,1.04,1.37
2020-07-22,MP,3841.2,1.2,1.01,1.34
2020-07-23,MP,3937.0,1.18,0.99,1.32
2020-07-24,MP,4020.2,1.15,0.99,1.31
2020-07-25,MP,4088.5,1.12,0.95,1.27
2020-07-26,MP,4140.5,1.1,0.92,1.24
2020-07-27,MP,4178.8,1.07,0.89,1.21
2020-07-28,MP,4206.6,1.05,0.87,1.19
2020-07-29,MP,4225.3,1.03,0.85,1.17
2020-07-30,MP,4233.7,1.02,0.84,1.16
2020-07-31,MP,4225.9,0.99,0.81,1.13
2020-08-01,MP,4193.0,0.96,0.78,1.1
2020-08-02,MP,4128.4,0.9,0.73,1.05
2020-08-03,MP,4029.2,0.85,0.68,1.0
2020-08-04,MP,3890.6,0.78,0.59,0.92
2020-08-05,MP,3707.4,0.69,0.52,0.85
2020-08-06,MP,3481.8,0.59,0.41,0.75
2020-08-07,MP,3228.6,0.5,0.31,0.66
2020-08-08,MP,2973.2,0.44,0.26,0.62
2020-08-09,MP,2741.9,0.43,0.22,0.6
2020-08-10,MP,2542.9,0.46,0.24,0.63
2020-08-11,MP,2381.1,0.51,0.29,0.69
2020-08-12,MP,2261.9,0.6,0.37,0.78
2020-08-13,MP,2183.8,0.7,0.48,0.89
2020-08-14,MP,2134.1,0.79,0.56,0.98
2020-08-15,MP,2092.4,0.84,0.6,1.02
2020-08-16,MP,2038.5,0.82,0.6,1.02
2020-08-17,MP,1967.2,0.77,0.53,0.96
2020-08-18,MP,1879.0,0.71,0.48,0.91
2020-08-19,MP,1775.0,0.64,0.4,0.84
2020-08-20,MP,1659.6,0.57,0.33,0.78
2020-08-21,MP,1540.3,0.51,0.27,0.73
2020-08-22,MP,1426.9,0.48,0.21,0.69
2020-08-23,MP,1327.9,0.49,0.22,0.71
2020-08-24,MP,1248.0,0.53,0.26,0.76
2020-08-25,MP,1186.6,0.59,0.32,0.83
2020-08-26,MP,1140.9,0.66,0.38,0.9
2020-08-27,MP,1107.1,0.73,0.47,0.99
2020-08-28,MP,1081.1,0.79,0.5,1.03
2020-08-29,MP,1060.4,0.83,0.55,1.08
2020-08-30,MP,1040.7,0.85,0.55,1.09
2020-08-31,MP,1017.8,0.84,0.55,1.09
2020-09-01,MP,991.0,0.83,0.54,1.08
2020-09-02,MP,962.8,0.81,0.51,1.06
2020-09-03,MP,935.8,0.8,0.52,1.07
2020-09-04,MP,911.8,0.81,0.5,1.06
2020-09-05,MP,889.3,0.81,0.53,1.09
2020-09-06,MP,867.5,0.82,0.51,1.08
2020-03-13,NC,0.1,5.1,2.24,9.48
2020-03-14,NC,0.2,4.96,2.13,9.16
2020-03-15,NC,0.4,4.74,2.03,8.7
2020-03-16,NC,0.6,4.42,1.84,8.0
2020-03-17,NC,0.8,4.02,1.68,7.22
2020-03-18,NC,1.2,3.92,1.66,6.87
2020-03-19,NC,1.6,3.67,1.54,6.32
2020-03-20,NC,2.0,3.32,1.4,5.73
2020-03-21,NC,2.4,3.15,1.25,5.3
2020-03-22,NC,2.8,2.9,1.15,4.9
2020-03-23,NC,3.2,2.78,1.11,4.66
2020-03-24,NC,3.5,2.6,0.98,4.34
2020-03-25,NC,3.7,2.41,0.83,4.02
2020-03-26,NC,3.8,2.22,0.7,3.74
2020-03-27,NC,3.9,2.04,0.63,3.53
2020-03-28,NC,3.9,1.88,0.49,3.27
2020-03-29,NC,3.9,1.72,0.37,3.04
2020-03-30,NC,4.0,1.68,0.4,3.01
2020-03-31,NC,4.2,1.64,0.36,2.92
2020-04-01,NC,4.6,1.58,0.34,2.84
2020-04-02,NC,5.0,1.49,0.26,2.69
2020-04-03,NC,5.4,1.46,0.27,2.65
2020-04-04,NC,5.9,1.39,0.25,2.56
2020-04-05,NC,6.3,1.37,0.24,2.51
2020-04-06,NC,6.5,1.32,0.25,2.46
2020-04-07,NC,6.4,1.26,0.18,2.34
2020-04-08,NC,6.0,1.14,0.14,2.2
2020-04-09,NC,5.3,1.06,0.13,2.12
2020-04-10,NC,4.5,0.97,0.07,1.99
2020-04-11,NC,3.6,0.87,0.06,1.9
2020-04-12,NC,2.7,0.79,0.02,1.79
2020-04-13,NC,1.9,0.71,0.0,1.7
2020-04-14,NC,1.3,0.68,0.0,1.68
2020-04-15,NC,0.9,0.64,0.0,1.63
2020-04-16,NC,0.6,0.63,0.0,1.62
2020-04-17,NC,0.5,0.63,0.0,1.63
2020-04-18,NC,0.4,0.64,0.0,1.64
2020-04-19,NC,0.5,0.65,0.0,1.65
2020-04-20,NC,0.6,0.65,0.0,1.66
2020-04-21,NC,0.8,0.65,0.0,1.67
2020-04-22,NC,1.0,0.69,0.0,1.72
2020-04-23,NC,1.4,0.72,0.01,1.76
2020-04-24,NC,2.0,0.72,0.0,1.76
2020-04-25,NC,2.6,0.75,0.0,1.79
2020-04-26,NC,3.5,0.79,0.02,1.85
2020-04-27,NC,4.4,0.85,0.03,1.91
2020-04-28,NC,5.3,0.91,0.07,1.99
2020-04-29,NC,6.1,0.97,0.08,2.04
2020-04-30,NC,6.8,0.97,0.09,2.03
2020-05-01,NC,7.3,1.0,0.14,2.07
2020-05-02,NC,7.4,0.99,0.09,2.0
2020-05-03,NC,7.3,0.97,0.12,1.99
2020-05-04,NC,7.0,0.9,0.09,1.89
2020-05-05,NC,6.5,0.86,0.05,1.81
2020-05-06,NC,6.1,0.85,0.05,1.79
2020-05-07,NC,5.8,0.81,0.04,1.74
2020-05-08,NC,5.6,0.78,0.03,1.71
2020-05-09,NC,5.6,0.78,0.03,1.7
2020-05-10,NC,5.7,0.77,0.03,1.69
2020-05-11,NC,6.0,0.76,0.01,1.66
2020-05-12,NC,6.3,0.78,0.02,1.69
2020-05-13,NC,6.5,0.79,0.04,1.71
2020-05-14,NC,6.6,0.79,0.02,1.69
2020-05-15,NC,6.6,0.78,0.02,1.68
2020-05-16,NC,6.6,0.77,0.06,1.7
2020-05-17,NC,6.7,0.77,0.05,1.68
2020-05-18,NC,6.9,0.76,0.04,1.66
2020-05-19,NC,7.4,0.79,0.03,1.68
2020-05-20,NC,8.3,0.84,0.05,1.74
2020-05-21,NC,9.7,0.9,0.1,1.82
2020-05-22,NC,11.7,0.98,0.12,1.89
2020-05-23,NC,14.3,1.11,0.19,2.02
2020-05-24,NC,17.5,1.24,0.3,2.16
2020-05-25,NC,21.3,1.38,0.41,2.28
2020-05-26,NC,25.5,1.5,0.56,2.39
2020-05-27,NC,29.8,1.57,0.64,2.41
2020-05-28,NC,33.8,1.6,0.7,2.4
2020-05-29,NC,37.2,1.6,0.74,2.37
2020-05-30,NC,39.8,1.55,0.71,2.28
2020-05-31,NC,41.5,1.49,0.71,2.22
2020-06-01,NC,42.2,1.42,0.65,2.12
2020-06-02,NC,42.1,1.34,0.59,2.03
2020-06-03,NC,41.5,1.25,0.51,1.93
2020-06-04,NC,41.0,1.17,0.41,1.82
2020-06-05,NC,41.2,1.15,0.39,1.79
2020-06-06,NC,42.5,1.14,0.41,1.8
2020-06-07,NC,45.1,1.18,0.44,1.83
2020-06-08,NC,49.1,1.25,0.51,1.89
2020-06-09,NC,54.4,1.33,0.6,1.96
2020-06-10,NC,60.4,1.4,0.71,2.04
2020-06-11,NC,66.3,1.44,0.76,2.06
2020-06-12,NC,71.3,1.45,0.77,2.04
2020-06-13,NC,75.2,1.43,0.77,2.01
2020-06-14,NC,77.9,1.37,0.71,1.93
2020-06-15,NC,79.8,1.31,0.67,1.87
2020-06-16,NC,81.2,1.27,0.66,1.84
2020-06-17,NC,83.1,1.24,0.63,1.8
2020-06-18,NC,86.6,1.24,0.63,1.79
2020-06-19,NC,92.8,1.28,0.67,1.82
2020-06-20,NC,101.8,1.35,0.76,1.89
2020-06-21,NC,113.4,1.45,0.85,1.96
2020-06-22,NC,127.9,1.54,0.95,2.03
2020-06-23,NC,145.2,1.64,1.08,2.12
2020-06-24,NC,165.6,1.71,1.18,2.18
2020-06-25,NC,188.7,1.77,1.26,2.22
2020-06-26,NC,214.4,1.81,1.32,2.24
2020-06-27,NC,242.8,1.82,1.36,2.24
2020-06-28,NC,273.8,1.82,1.36,2.21
2020-06-29,NC,306.9,1.8,1.35,2.17
2020-06-30,NC,341.5,1.78,1.34,2.13
2020-07-01,NC,377.2,1.74,1.33,2.09
2020-07-02,NC,413.8,1.7,1.29,2.03
2020-07-03,NC,450.8,1.65,1.29,2.0
2020-07-04,NC,488.7,1.61,1.22,1.92
2020-07-05,NC,527.3,1.57,1.2,1.88
2020-07-06,NC,567.0,1.54,1.19,1.85
2020-07-07,NC,607.1,1.51,1.15,1.8
2020-07-08,NC,647.3,1.48,1.15,1.78
2020-07-09,NC,687.1,1.45,1.11,1.73
2020-07-10,NC,726.9,1.42,1.08,1.69
2020-07-11,NC,766.8,1.39,1.06,1.66
2020-07-12,NC,806.4,1.37,1.04,1.63
2020-07-13,NC,845.3,1.35,1.03,1.61
2020-07-14,NC,884.9,1.33,1.02,1.59
2020-07-15,NC,927.2,1.33,1.02,1.58
2020-07-16,NC,974.4,1.34,1.04,1.59
